序,學校名稱,系所名稱,學制名稱,班級名稱,學號,入學方式,原具身份,招生類別,郵遞區號,畢業學校,前畢業科系
61,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S9EB1C2B2C,甄選入學,甄選一般生,電機與電子群資電類,413,台中縣私立僑泰高中,資訊科
62,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S1FBA27274,甄選入學,甄選一般生,電機與電子群資電類,235,新北市立新北高工,資訊科
63,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S680878EFA,甄選入學,甄選一般生,電機與電子群資電類,437,台中市私立嶺東高中,資訊科
64,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SB48F31D37,甄選入學,甄選一般生,電機與電子群資電類,242,台北縣私立格致高中,資訊科
65,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SADE3B971B,甄選入學,甄選一般生,電機與電子群資電類,108,台北市開南高級中等學校,資訊科
66,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S60F73D590,甄選入學,甄選一般生,電機與電子群資電類,251,台北縣國立淡水商工,電子科
67,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SF99E9CBA1,甄選入學,甄選一般生,電機與電子群資電類,303,桃園縣私立治平高中,資訊科
68,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S0BEC79CC8,甄選入學,離島地區,電機與電子群資電類,884,澎湖縣國立澎湖海事高職,輪機科
69,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S234FB2874,甄選入學,離島地區,電機與電子群資電類,885,澎湖縣國立澎湖海事高職,資訊科
70,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SE75069DD7,甄選入學,甄選一般生,電機與電子群資電類,881,澎湖縣國立澎湖海事高職,電子科
71,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S3D9BAF148,甄選入學,甄選一般生,電機與電子群資電類,108,台北市市立木柵高工,電子科
72,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S7424CEBE2,甄選入學,甄選一般生,電機與電子群資電類,320,新竹縣私立內思高工,資訊科
73,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S505B2395C,甄選入學,甄選一般生,電機與電子群資電類,421,台中縣國立大甲高工,資訊科
74,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SC0F3E8C57,甄選入學,甄選一般生,電機與電子群資電類,330,桃園縣私立振聲高中,資訊科
75,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SFB21B7F62,甄選入學,甄選一般生,電機與電子群資電類,360,苗栗縣國立苗栗農工,電機科
76,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S2BB0820C8,甄選入學,甄選一般生,電機與電子群資電類,731,臺南縣國立新營高工,資訊科
77,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S31632DF5C,甄選入學,甄選一般生,電機與電子群資電類,721,臺南縣國立台南高工,電子科
78,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SAA687E8D1,申請入學,一般生,,302,桃園縣立大園國際高級中學,普通科
79,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S76DB00363,聯合登記分發,聯登一般生,電機與電子群資電類,205,台北市市立內湖高工,電子科
80,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S137A9F47F,聯合登記分發,聯登一般生,電機與電子群資電類,234,台北市市立木柵高工,電子科
81,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S9EFD1B450,聯合登記分發,聯登一般生,電機與電子群資電類,239,台北縣鶯歌工商,資訊科
82,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SA3E99261C,聯合登記分發,聯登一般生,電機與電子群資電類,330,桃園縣國立桃園農工,電子科
83,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S0DA0C91CF,聯合登記分發,聯登一般生,電機與電子群資電類,334,桃園縣私立振聲高中,資訊科
84,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S39E7B00BB,聯合登記分發,聯登一般生,電機與電子群資電類,330,桃園縣私立振聲高中,資訊科
85,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S56462C206,聯合登記分發,聯登一般生,電機與電子群資電類,325,桃園縣國立龍潭高級中學,電子科
86,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S9E5676F37,聯合登記分發,聯登一般生,電機與電子群資電類,320,桃園縣國立楊梅高中,資訊科
87,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SEEB9DF941,聯合登記分發,聯登一般生,電機與電子群資電類,320,桃園縣國立楊梅高中,資訊科
88,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SF98A2A19F,聯合登記分發,聯登一般生,電機與電子群資電類,401,台中縣私立明道高中,電子科
89,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S132932BDB,聯合登記分發,聯登一般生,電機與電子群資電類,406,台中縣國立霧峰農工,電子科
90,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S3B72E2956,聯合登記分發,聯登一般生,電機與電子群資電類,408,台中市國立台中高工,電子科
91,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S217CA0635,聯合登記分發,聯登一般生,電機與電子群資電類,401,台中縣私立明道高中,資訊科
92,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S211EF331A,聯合登記分發,聯登一般生,電機與電子群資電類,434,台中縣國立沙鹿高工,資訊科
93,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S80E2B2AF5,聯合登記分發,聯登一般生,電機與電子群資電類,434,台中市私立嶺東高中,電子科
94,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S8F97B1163,聯合登記分發,聯登一般生,電機與電子群資電類,438,台中縣國立大甲高工,電子科
95,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SD1C074092,聯合登記分發,聯登一般生,電機與電子群資電類,508,彰化縣國立彰化師大附屬高工,電子科
96,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S2BE1844F7,聯合登記分發,聯登一般生,電機與電子群資電類,512,彰化縣國立員林崇實高級工業職業學校,資訊科
97,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SEC161D5C1,聯合登記分發,聯登一般生,電機與電子群資電類,632,雲林縣國立西螺農工,電子科
98,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SB47C4314B,聯合登記分發,聯登一般生,電機與電子群資電類,600,嘉義市國立嘉義高工,電子科
99,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SB55EA2981,聯合登記分發,聯登一般生,電機與電子群資電類,718,臺南縣國立新化高工,電子科
100,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S3EBE3DA83,聯合登記分發,聯登一般生,電機與電子群資電類,807,高雄市市立海青工商,資訊科
101,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SBCD367E3E,聯合登記分發,聯登一般生,電機與電子群資電類,813,高雄市市立海青工商,資訊科
102,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S31565A3DD,聯合登記分發,聯登一般生,電機與電子群資電類,830,高雄市市立中正高工,電子科
103,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SF2EA1D1D6,聯合登記分發,聯登一般生,電機與電子群資電類,813,高雄市市立高雄高工,電子科
104,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S86A46D164,聯合登記分發,聯登一般生,電機與電子群資電類,820,高雄市市立高雄高工,電子科
105,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S82CD03C19,聯合登記分發,聯登一般生,電機與電子群資電類,900,屏東縣國立屏東高工,電子科
106,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SED642F266,聯合登記分發,聯登一般生,電機與電子群資電類,941,屏東縣國立屏東高工,電子科
107,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SEDC61CD4E,聯合登記分發,聯登一般生,電機與電子群資電類,900,屏東縣國立屏東高工,電子科
108,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S57EE3C3C9,聯合登記分發,聯登一般生,電機與電子群資電類,269,宜蘭縣國立羅東高工,電子科
109,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S5393A6AC0,聯合登記分發,聯登一般生,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,電子科
110,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SAE1F0E4C9,繁星推甄,繁星生,水產群,892,金門縣國立金門農工,水產養殖科
111,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S370A4036A,繁星推甄,繁星生,水產群,264,宜蘭縣國立蘇澳海事,水產養殖科
112,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S9885A1AB5,繁星推甄,繁星生,水產群,260,宜蘭縣國立蘇澳海事,水產養殖科
113,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S8D1C249D9,技優保送,技優生,水產群,880,澎湖縣國立澎湖海事高職,水產養殖科
114,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S2D4F99D49,技優甄審,技優生,水產類,702,台南市國立台南海事,水產養殖技術科
115,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S2E877409E,甄選入學,甄選一般生,農業群,420,台中市國立台中高農,園藝技術科
116,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S151F963DD,甄選入學,甄選一般生,農業群,423,台中市國立台中高農,園藝技術科
117,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S3929F55A9,甄選入學,甄選一般生,農業群,320,桃園縣國立龍潭高級中學,造園科
118,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SE73EF5D85,甄選入學,甄選一般生,農業群,324,桃園縣國立龍潭高級中學,造園科
119,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SBDCDC0D73,甄選入學,甄選一般生,農業群,325,桃園縣國立龍潭高級中學,畜產保健科
120,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S28B500180,甄選入學,甄選一般生,農業群,235,台北縣私立莊敬工家,園藝科
121,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S09B13B933,甄選入學,甄選一般生,農業群,508,彰化縣國立員林農工,園藝科
122,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SE004D99B3,甄選入學,甄選一般生,農業群,515,彰化縣國立員林農工,畜產保健科
123,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S31C559DE6,甄選入學,甄選一般生,農業群,104,台北縣國立淡水商工,園藝科
124,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S1DCD983ED,甄選入學,甄選一般生,農業群,408,台中市國立台中高農,畜產保健科
125,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S13AAFD3A0,甄選入學,甄選一般生,農業群,330,桃園縣國立桃園農工,園藝科
126,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S4BE043AEA,甄選入學,甄選一般生,農業群,330,桃園縣國立桃園農工,造園技術科
127,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S6C290BEC5,甄選入學,甄選一般生,農業群,330,桃園縣國立桃園農工,造園技術科
128,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S0F62CB317,甄選入學,甄選一般生,農業群,306,新竹縣國立關西高中,園藝科
129,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SE4711D57D,甄選入學,甄選一般生,農業群,330,桃園縣國立桃園農工,造園技術科
130,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SB879FAF46,甄選入學,甄選一般生,農業群,647,雲林縣國立虎尾農工,畜產保健科
131,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S2CDB39F3A,甄選入學,甄選一般生,水產群,885,澎湖縣國立澎湖海事高職,汽車科
132,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S09998F8FB,甄選入學,甄選一般生,水產群,880,澎湖縣國立澎湖海事高職,水產養殖科
133,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SFB921B01F,甄選入學,甄選一般生,水產群,220,基隆市國立基隆海事,漁業科
134,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S7DCC551FA,甄選入學,甄選一般生,水產群,507,彰化縣國立鹿港高中,水產養殖科
135,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S3BF622F2E,運動績優單招,一般生,,802,高雄市市立小港高中,普通科
136,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SB6DD9AA59,聯合登記分發,聯登一般生,農業群,330,桃園縣國立桃園農工,造園技術科
137,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SCB2AB5730,聯合登記分發,聯登一般生,農業群,325,新竹縣國立關西高中,園藝科
138,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S2E5780A6D,聯合登記分發,聯登一般生,農業群,427,台中市國立台中高農,園藝技術科
139,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S3D09B374A,聯合登記分發,聯登一般生,農業群,637,雲林縣國立虎尾農工,畜產保健科
140,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S8F6ABB0AE,聯合登記分發,聯登一般生,水產群,231,基隆市國立基隆海事,水產養殖科
141,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S9F2121DA5,聯合登記分發,聯登一般生,水產群,718,台南市國立台南海事,水產養殖科
142,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SF69029A9B,聯合登記分發,聯登一般生,水產群,261,宜蘭縣國立蘇澳海事,水產養殖科
143,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SDBEE7FCE7,技優甄審,技優生,商業類,928,屏東縣國立東港海事,航運管理科
144,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S6291ED283,特殊選才,特選-技職生,,265,宜蘭縣國立蘇澳海事,航運管理科
145,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S32E3F09DC,特殊選才,特選-技職生,,268,宜蘭縣國立蘇澳海事,航運管理科
146,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S1F353DC8E,甄選入學,甄選一般生,商管群,260,宜蘭縣國立宜蘭高商,應用英語科
147,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S2F13042AC,甄選入學,甄選一般生,商管群,262,宜蘭縣國立宜蘭高商,應用英語科
148,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SD10928AC7,甄選入學,甄選一般生,商管群,924,高雄縣私立中山工商,應用英語科
149,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S935A4EE3D,甄選入學,甄選一般生,商管群,260,宜蘭縣國立宜蘭高商,國際貿易科
150,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SCC95318F4,甄選入學,甄選一般生,商管群,880,澎湖縣國立馬公高中,商業經營科
151,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SCAC03486C,甄選入學,甄選一般生,商管群,830,高雄市市立高雄高商,國際貿易科
152,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SD33CAF62F,甄選入學,甄選一般生,商管群,337,桃園縣私立新興高中,商業經營科
153,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S519C7ECA3,甄選入學,甄選一般生,商管群,330,桃園縣私立新興高中,電子商務(處理)科
