序,學校名稱,系所名稱,學制名稱,班級名稱,學號,入學方式,原具身份,招生類別,郵遞區號,畢業學校,前畢業科系
23,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S7E5C7CDAE,甄選入學,甄選一般生,外語群英語類,653,雲林縣國立北港高中,應用外語科(英文)
24,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S5A9998050,甄選入學,甄選一般生,外語群英語類,542,南投縣國立南投高中,應用外語科(英文)
25,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S33ED5197B,甄選入學,甄選一般生,外語群英語類,334,桃園縣私立新興高中,商業經營科
26,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,SCF663E7F0,甄選入學,離島地區,餐旅群,880,澎湖縣國立澎湖海事高職,餐飲管理科
27,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,SB8B4235B4,甄選入學,離島地區,餐旅群,880,澎湖縣國立澎湖海事高職,資訊科
28,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S815D5E7F4,運動績優單招,運動單招生,,721,臺南縣國立曾文農工,電機科
29,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,SC625DC243,身心障礙甄試,身心障礙生,,723,臺南縣國立北門農工,電子商務(處理)科
30,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S495A3C3DC,身心障礙單招,身心障礙生,,880,澎湖縣國立馬公高中,觀光事業科
31,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,SA075396B8,聯合登記分發,聯登一般生,商管群,231,台北縣鶯歌工商,資料處理科
32,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,SEF133D0B7,聯合登記分發,聯登一般生,商管群,330,桃園縣私立振聲高中,
33,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S8E36ED5DF,聯合登記分發,聯登一般生,商管群,334,桃園縣私立新興高中,
34,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,SF9030E438,聯合登記分發,聯登一般生,商管群,303,新竹縣私立義民高中,資料處理科
35,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,SFAB6C8F8E,聯合登記分發,聯登一般生,商管群,401,台中市私立新民高中,商業經營科
36,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S9E0344974,聯合登記分發,聯登一般生,商管群,435,台中縣私立僑泰高中,資料處理科
37,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S7F10FF3EC,聯合登記分發,聯登一般生,商管群,408,台中市私立嶺東高中,商業經營科
38,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S25C50148E,聯合登記分發,聯登一般生,商管群,637,雲林縣國立土庫商工,商業經營科
39,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S7B9AC8E0F,聯合登記分發,聯登一般生,商管群,606,嘉義市國立華南高商,國際貿易科
40,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S4311915AD,聯合登記分發,聯登一般生,商管群,709,台南市私立長榮高中,資料處理科
41,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,SEFA581882,聯合登記分發,聯登一般生,商管群,704,台南縣國立台南大學附屬高級中學,
42,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S34B699FB6,聯合登記分發,聯登一般生,商管群,973,花蓮縣國立花蓮高商,會計事務科
43,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S4C0BBFBE4,聯合登記分發,聯登一般生,外語群英語類,220,台北縣國立華僑中學,綜合高中部
44,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S18D7360C7,聯合登記分發,聯登一般生,外語群英語類,643,雲林縣國立西螺農工,綜合高中部
45,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S624039008,聯合登記分發,聯登一般生,餐旅群,334,桃園縣私立新興高中,觀光事業科
46,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SE0D513AED,繁星推甄,繁星生,餐旅群,621,嘉義縣私立協志工商,綜合高中部
47,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S3A298930D,繁星推甄,繁星生,餐旅群,516,彰化縣私立大慶商工,餐飲管理科
48,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S21ADC5449,繁星推甄,繁星生,餐旅群,961,台東縣私立育仁高中,觀光事業科
49,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S21728E847,繁星推甄,繁星生,餐旅群,368,苗栗縣立三義高級中學,餐飲管理科
50,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S7484FF622,技優甄審,技優生,餐旅類,913,高雄縣私立中山工商,餐飲管理科
51,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S211C8ACAA,技優甄審,技優生,餐旅類,408,台中市私立嶺東高中,觀光事業科
52,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S8939A9F27,技優甄審,技優生,餐旅類,367,苗栗縣立三義高級中學,餐飲管理科
53,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S2F20FB958,技優甄審,技優生,餐旅類,367,苗栗縣立三義高級中學,餐飲管理科
54,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S76EF425ED,甄選入學,甄選一般生,餐旅群,406,台中縣私立僑泰高中,餐飲管理科
55,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S96BAE57E8,甄選入學,甄選一般生,餐旅群,427,台中縣私立明道高中,餐飲管理科
56,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SE602E1C93,甄選入學,甄選一般生,餐旅群,402,台中市明德高級中學,餐飲管理科
57,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S35A3788B5,甄選入學,甄選一般生,餐旅群,403,台中市明德高級中學,觀光事業科
58,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SCB1BC10D0,甄選入學,甄選一般生,餐旅群,402,台中市明德高級中學,觀光事業科
59,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S7154ADDE0,甄選入學,甄選一般生,餐旅群,406,台中市私立嶺東高中,觀光事業科
60,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S112190A2A,甄選入學,甄選一般生,餐旅群,402,台中市明德高級中學,餐飲管理科
61,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S79449F19D,甄選入學,甄選一般生,餐旅群,420,台中縣私立僑泰高中,餐飲管理科
62,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S961091D80,甄選入學,甄選一般生,餐旅群,402,台中縣私立僑泰高中,觀光事業科
63,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SB21FF65CA,甄選入學,甄選一般生,餐旅群,436,台中縣私立僑泰高中,餐飲管理科
64,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SCAE3028EF,甄選入學,甄選一般生,餐旅群,411,台中市國立台中高農,餐飲管理科
65,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S31398F3E4,甄選入學,甄選一般生,餐旅群,325,桃園縣私立育達高中,餐飲技術科
66,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S7703D890A,甄選入學,甄選一般生,餐旅群,421,台中縣私立明台高中,餐飲管理科
67,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SF2F066348,甄選入學,甄選一般生,餐旅群,413,台中縣私立明台高中,餐飲管理科
68,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S99D881628,甄選入學,甄選一般生,餐旅群,500,台中縣私立明台高中,餐飲管理科
69,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SFD9E90488,甄選入學,甄選一般生,餐旅群,621,嘉義縣私立協志工商,綜合高中部
70,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SBF06144CE,甄選入學,甄選一般生,商管群,700,台南市國立台南海事,商業經營科
71,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S69B60EECF,甄選入學,甄選一般生,商管群,114,台北市市立大同高中,資料處理科
72,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S3FB6EC3B2,甄選入學,甄選一般生,食品群,306,新竹縣國立關西高中,食品加工科
73,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SB155255C2,甄選入學,中低/低收入戶生,餐旅群,600,嘉義市國立華南高商,觀光事業科
74,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S104323CC9,甄選入學,離島地區,餐旅群,885,澎湖縣國立澎湖海事高職,餐飲管理科
75,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S4BF9AB7E0,甄選入學,離島地區,餐旅群,885,澎湖縣國立澎湖海事高職,餐飲管理科
76,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SD29471816,甄選入學,離島地區,餐旅群,880,澎湖縣國立澎湖海事高職,餐飲管理科
77,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SCCBFC8590,甄選入學,離島地區,餐旅群,880,澎湖縣國立馬公高中,觀光事業科
78,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SFDC1C42A4,甄選入學,離島地區,餐旅群,880,澎湖縣國立馬公高中,觀光事業科
79,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S201BF66F9,甄選入學,離島地區,餐旅群,885,澎湖縣國立馬公高中,觀光事業科
80,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S9CB068231,甄選入學,離島地區,食品群,885,澎湖縣國立澎湖海事高職,水產食品科
81,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SE2B3DCDFA,甄選入學,離島地區,食品群,880,澎湖縣國立澎湖海事高職,水產食品科
82,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S0C984D966,甄選入學,離島地區,食品群,880,澎湖縣國立澎湖海事高職,水產食品科
83,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SFC788D6BE,甄選入學,離島地區,食品群,880,澎湖縣國立澎湖海事高職,水產食品科
84,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SE1430F325,甄選入學,離島地區,食品群,880,澎湖縣國立澎湖海事高職,水產食品科
85,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S00FBD9B75,運動績優單招,運動單招生,,241,台北縣私立穀保家商,普通科
86,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SE3739B062,運動績優單招,運動單招生,,880,澎湖縣國立澎湖海事高職,餐飲管理科
87,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S4CBDFB7FD,運動績優單招,運動單招生,,265,宜蘭縣國立羅東高商,餐飲管理科
88,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SBDC8A31CD,運動績優單招,運動單招生,,524,彰化縣私立文興高中,綜合高中部
89,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S8E5739D3E,聯合登記分發,聯登一般生,商管群,402,台中市明德高級中學,資料處理科
90,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S82CAB7F34,聯合登記分發,聯登一般生,商管群,632,雲林縣國立斗六家商,國際貿易科
91,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S1AA7E8D79,聯合登記分發,聯登一般生,食品群,303,新竹縣國立關西高中,食品加工科
92,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S83734282A,聯合登記分發,聯登一般生,食品群,360,苗栗縣國立大湖農工,食品加工科
93,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SF577334A3,聯合登記分發,聯登一般生,食品群,820,高雄縣國立岡山農工,食品加工科
94,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S9AEB15174,聯合登記分發,聯登一般生,餐旅群,110,台北市私立育達家商,餐飲管理科
95,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S1BE1F754D,聯合登記分發,聯登一般生,餐旅群,648,雲林縣私立義峰高中,多媒體動畫科
96,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S2B1BAF86B,聯合登記分發,聯登一般生,餐旅群,350,苗栗縣私立君毅高中,餐飲管理科
97,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S69842B8FA,聯合登記分發,聯登一般生,餐旅群,414,台中縣私立僑泰高中,餐飲管理科
98,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SDDD906170,聯合登記分發,聯登一般生,餐旅群,406,台中縣私立僑泰高中,餐飲管理科
99,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S8D69A9C55,聯合登記分發,聯登一般生,餐旅群,408,台中市私立嶺東高中,觀光事業科
100,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S7BF48F16F,聯合登記分發,聯登一般生,餐旅群,520,彰化縣國立溪湖高中,綜合高中部
101,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S25BE0A853,聯合登記分發,聯登一般生,餐旅群,612,嘉義市國立華南高商,觀光事業科
102,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S728D235E3,聯合登記分發,聯登一般生,餐旅群,718,臺南縣國立新化高工,資訊科
103,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S11A42E3AB,聯合登記分發,聯登一般生,餐旅群,815,高雄市市立三民家商,觀光事業科
104,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S5F314ED31,技優甄審,技優生,電子類,407,台中市私立嶺東高中,資訊科
105,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SFF3127E3F,技優甄審,技優生,電子類,238,台北縣私立中華高中,資訊科
106,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SD4EE5E18C,技優甄審,技優生,電子類,804,高雄市市立海青工商,資訊科
107,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S2A8B349F3,技優甄審,技優生,電子類,806,高雄縣私立中山工商,資訊科
108,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S1B6C00B79,技優甄審,技優生,電子類,237,台北縣鶯歌工商,資訊科
109,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S29E1C3686,技優甄審,技優生,電子類,806,高雄縣私立中山工商,資訊科
110,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SA36B69FF9,甄選入學,甄選一般生,電機與電子群資電類,236,台北縣私立中華高中,資訊科
111,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S0D877C0AB,甄選入學,甄選一般生,電機與電子群資電類,220,台北縣私立中華高中,資訊科
112,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S30B4E60E6,甄選入學,甄選一般生,電機與電子群資電類,231,台北縣國立海山高工,資訊科
113,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S801D363EC,甄選入學,甄選一般生,電機與電子群資電類,231,台北縣國立海山高工,資訊科
114,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S6F582BB3A,甄選入學,甄選一般生,電機與電子群資電類,300,新竹市私立磐石高中,電機科
115,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S6434F8617,甄選入學,甄選一般生,電機與電子群資電類,406,台中市私立嶺東高中,資訊科
116,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SFBD888C65,甄選入學,甄選一般生,電機與電子群資電類,434,台中市私立嶺東高中,資訊科
117,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SC38DC1C75,甄選入學,甄選一般生,電機與電子群資電類,407,台中市私立嶺東高中,資訊科
118,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S619EBF531,甄選入學,甄選一般生,電機與電子群資電類,220,台北縣國立海山高工,資訊科
119,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SF994162D1,甄選入學,甄選一般生,電機與電子群資電類,231,台北市私立滬江中學,資訊科
120,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SDC75D1F40,甄選入學,甄選一般生,電機與電子群資電類,304,新竹縣國立關西高中,綜合高中部
121,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SF47C6434A,甄選入學,甄選一般生,電機與電子群資電類,330,桃園縣私立新興高中,資訊科
122,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SD9DAFD2CD,甄選入學,甄選一般生,電機與電子群資電類,330,桃園縣私立新興高中,電子科
123,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SB58203FAB,甄選入學,甄選一般生,電機與電子群資電類,238,台北縣鶯歌工商,資訊科
124,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SAB138E0DF,甄選入學,甄選一般生,電機與電子群資電類,304,新竹縣私立義民高中,資訊科
125,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SEC42C0497,甄選入學,甄選一般生,電機與電子群資電類,304,新竹縣私立義民高中,資訊科
126,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SE79C476FA,甄選入學,甄選一般生,電機與電子群資電類,304,新竹縣私立義民高中,資訊科
127,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S275844255,甄選入學,甄選一般生,電機與電子群資電類,236,台北縣國立海山高工,資訊科
128,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SE36A67C94,甄選入學,甄選一般生,電機與電子群資電類,334,桃園縣私立新興高中,資訊科
129,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SA2FA4F1C8,甄選入學,甄選一般生,電機與電子群資電類,807,高雄市私立大榮高中,資訊科
130,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S08028E081,甄選入學,甄選一般生,電機與電子群資電類,330,桃園縣私立新興高中,資訊科
131,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SD81B1DAA3,甄選入學,甄選一般生,電機與電子群資電類,241,台北縣私立東海高中,電子科
132,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S8A4AA8F12,甄選入學,甄選一般生,電機與電子群資電類,333,桃園縣私立新興高中,電子科
133,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S1D8ED82AA,甄選入學,甄選一般生,電機與電子群資電類,648,雲林縣國立西螺農工,綜合高中部
134,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S3062B4E10,甄選入學,甄選一般生,電機與電子群資電類,640,雲林縣國立西螺農工,綜合高中部
135,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SCE693BA72,甄選入學,甄選一般生,電機與電子群資電類,238,台北縣鶯歌工商,資訊科
136,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S2D6C86B9D,甄選入學,甄選一般生,電機與電子群資電類,408,台中縣國立沙鹿高工,資訊科
137,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S75DC073C9,甄選入學,甄選一般生,電機與電子群資電類,743,臺南縣國立新化高工,資訊科
138,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S223D42AEC,甄選入學,甄選一般生,電機與電子群資電類,420,台中縣國立大甲高工,電子科
139,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S63D85B49C,甄選入學,甄選一般生,電機與電子群資電類,814,高雄市市立中正高工,電子科
140,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S60FA1BBF6,甄選入學,離島地區,電機與電子群資電類,881,澎湖縣國立澎湖海事高職,資訊科
141,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S3C7CFE40F,甄選入學,離島地區,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,資訊科
142,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SF6C1B4BE6,申請入學,一般生,,248,台北縣國立新莊高中,普通科
143,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S2480DD17F,申請入學,一般生,,702,台南市國立台南家齊高級中等學校,普通科
144,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S762B4B397,申請入學,一般生,,436,台中縣國立清水高中,普通科
145,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S905DF2949,申請入學,一般生,,435,台中縣國立清水高中,普通科
146,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SB43465D5D,聯合登記分發,聯登一般生,電機與電子群資電類,545,南投縣國立埔里高工,資訊科
147,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SB93CDBA56,聯合登記分發,聯登一般生,動力機械群,334,桃園縣私立新興高中,汽車科
148,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S41BFCE96A,聯合登記分發,聯登一般生,動力機械群,432,台中縣私立僑泰高中,汽車科
149,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S5E579302E,聯合登記分發,聯登一般生,動力機械群,407,台中縣國立沙鹿高工,汽車科
150,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S8DFEF2D65,聯合登記分發,聯登一般生,電機與電子群資電類,224,基隆市國立基隆商工,航空電子科
151,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S380DE881B,聯合登記分發,聯登一般生,電機與電子群資電類,222,台北市市立木柵高工,綜合高中部
152,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S9C2B08EE0,聯合登記分發,聯登一般生,電機與電子群資電類,112,台北市市立大同高中,電子科
153,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S0EF698400,聯合登記分發,聯登一般生,電機與電子群資電類,220,台北縣鶯歌工商,資訊科
154,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S1F7CFF4F3,聯合登記分發,聯登一般生,電機與電子群資電類,238,台北縣私立中華高中,資訊科
