序,學校名稱,系所名稱,學制名稱,班級名稱,學號,入學方式,原具身份,招生類別,郵遞區號,畢業學校,前畢業科系
17,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,SB6FD060E8,聯合登記分發,聯登一般生,商管群,804,高雄市私立立志高中,資料處理科
18,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S286C0022B,聯合登記分發,聯登一般生,商管群,830,高雄市私立樹德家商,資料處理科
19,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S7A9778D68,聯合登記分發,聯登一般生,商管群,806,高雄市市立海青工商,資料處理科
20,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S845A480AF,聯合登記分發,聯登一般生,外語群英語類,326,桃園縣私立六和高中,應用英語科
21,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S89D39C678,聯合登記分發,聯登一般生,外語群英語類,500,彰化縣國立永靖高工,化工科
22,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,SD30FBEAEB,聯合登記分發,聯登一般生,餐旅群,204,基隆市國立基隆海事,觀光事業科
23,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,SAFED81216,聯合登記分發,聯登一般生,餐旅群,302,新竹市私立光復高中,觀光事業科
24,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S0C4844114,聯合登記分發,聯登一般生,餐旅群,829,高雄市市立三民家商,美容科
25,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S1AFFB8EFB,聯合登記分發,聯登一般生,餐旅群,806,高雄市市立中正高工,機械科
26,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S9A4A4E42A,特殊選才,特選-扎根計畫,不分類別,880,澎湖縣國立馬公高中,觀光事業科
27,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SA6EF04F31,特殊選才,特選-扎根計畫,不分類別,880,澎湖縣國立澎湖海事高職,餐飲管理科
28,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SFE98E3838,特殊選才,特選-扎根計畫,不分類別,880,澎湖縣國立馬公高中,資料處理科
29,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S17F9BCE3E,特殊選才,特選-扎根計畫,不分類別,880,澎湖縣國立澎湖海事高職,漁業科
30,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SC42DAD667,特殊選才,特選-扎根計畫,不分類別,880,澎湖縣國立馬公高中,觀光事業科
31,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SA0388A000,繁星推甄,繁星生,餐旅群,351,苗栗縣私立君毅高中,餐飲管理科
32,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S1511575EA,繁星推甄,繁星生,餐旅群,237,台北縣私立樹人家商,餐飲管理科
33,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SC984BDF72,繁星推甄,繁星生,餐旅群,412,台中縣私立大明高中,餐飲管理科
34,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S6BB025D7F,繁星推甄,繁星生,餐旅群,880,澎湖縣國立澎湖海事高職,餐飲管理科
35,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SE32AE1675,繁星推甄,繁星生,餐旅群,300,新竹市世界高級中學,餐飲管理科
36,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S2CD74DEAB,技優甄審,技優生,餐旅類,270,宜蘭縣國立蘇澳海事,觀光事業科
37,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S54886A43E,技優甄審,技優生,餐旅類,328,桃園縣私立育達高中,餐飲管理科
38,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SAEC009C34,甄選入學,離島地區,餐旅群,885,澎湖縣國立澎湖海事高職,餐飲管理科
39,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SA02DA2C89,甄選入學,離島地區,餐旅群,880,澎湖縣國立澎湖海事高職,餐飲管理科
40,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S77D0CA391,甄選入學,離島地區,餐旅群,881,澎湖縣國立澎湖海事高職,餐飲管理科
41,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SFB1E48C75,甄選入學,離島地區,餐旅群,880,澎湖縣國立澎湖海事高職,餐飲管理科
42,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S32C02C3D4,甄選入學,中低/低收入戶生,餐旅群,435,台中縣私立僑泰高中,餐飲管理科
43,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S59D838F2C,甄選入學,甄選一般生,餐旅群,407,台中縣私立僑泰高中,餐飲管理科
44,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S8D29E9103,甄選入學,甄選一般生,餐旅群,545,台中縣私立明道高中,餐飲管理科
45,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SB261BCE87,甄選入學,甄選一般生,餐旅群,402,台中縣私立明道高中,餐飲管理科
46,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S7643E8B0C,甄選入學,離島地區,餐旅群,885,澎湖縣國立澎湖海事高職,餐飲管理科
47,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SC51720817,甄選入學,甄選一般生,餐旅群,612,嘉義市私立興華高中,餐飲管理科
48,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S7FE5A85E5,甄選入學,甄選一般生,餐旅群,320,桃園縣私立育達高中,餐飲管理科
49,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S6485F17EC,甄選入學,甄選原住民生,餐旅群,428,台中市私立新民高中,觀光事業科
50,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SF6617543B,甄選入學,甄選一般生,餐旅群,437,台中市國立台中高農,餐飲技術科
51,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SA94ED56CE,甄選入學,甄選一般生,餐旅群,300,新竹市私立光復高中,餐飲管理科
52,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S8EFCFF3EC,甄選入學,甄選一般生,餐旅群,335,桃園市立羅浮高級中學,餐飲管理科
53,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S3A32F5D8B,甄選入學,離島地區,食品群,880,澎湖縣國立澎湖海事高職,水產食品科
54,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SFCA42733F,甄選入學,甄選一般生,食品群,220,台北市市立松山工農,食品加工科
55,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S8EC162D26,僑生單招,僑生,,,,
56,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SC24417154,聯合登記分發,聯登一般生,商管群,260,宜蘭縣國立宜蘭高商,應用日語科
57,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S906A31BB1,聯合登記分發,聯登一般生,餐旅群,330,桃園縣私立新興高中,觀光事業科
58,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SD9E9D4877,聯合登記分發,聯登一般生,餐旅群,324,桃園縣私立育達高中,餐飲管理科
59,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SB6D82714C,聯合登記分發,聯登一般生,餐旅群,324,桃園縣私立育達高中,餐飲管理科
60,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S274E62B93,聯合登記分發,聯登一般生,餐旅群,320,桃園縣私立育達高中,餐飲管理科
61,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SA1E582243,聯合登記分發,聯登一般生,餐旅群,302,新竹市私立光復高中,餐飲管理科
62,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S5DD138378,聯合登記分發,聯登一般生,餐旅群,300,新竹市私立光復高中,餐飲管理科
63,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S0E29998EE,聯合登記分發,聯登一般生,餐旅群,302,新竹縣國立關西高中,家政科
64,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S43701C0BB,聯合登記分發,聯登一般生,餐旅群,500,台中縣私立明道高中,餐飲管理科
65,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S9D9E7D480,聯合登記分發,聯登一般生,餐旅群,542,台中縣私立明道高中,餐飲管理科
66,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S9A540C361,聯合登記分發,聯登一般生,餐旅群,414,台中市國立台中高農,餐飲管理科
67,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SDD67BC3FE,聯合登記分發,聯登一般生,餐旅群,402,台中縣私立僑泰高中,餐飲管理科
68,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S6A719296F,聯合登記分發,聯登一般生,餐旅群,402,台中縣私立明道高中,餐飲管理科
69,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SF890E8F49,聯合登記分發,聯登一般生,餐旅群,500,彰化縣國立北斗家商,餐飲管理科
70,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SD6D608071,聯合登記分發,聯登一般生,餐旅群,510,彰化縣國立彰化高商,商業經營科
71,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SB6BE30018,聯合登記分發,聯登一般生,餐旅群,721,臺南縣國立曾文家商,餐飲管理科
72,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S4CA591BB9,申請入學,一般生,,540,南投縣國立南投高中,普通科
73,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S164C8C121,申請入學,一般生,,338,桃園縣縣立南崁中學,普通科
74,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S20806B1DD,申請入學,一般生,,702,台南市私立瀛海高中,普通科
75,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S2AE1F5BC6,特殊選才,特選-技職生,不分類別,242,台北縣國立三重高中,普通科
76,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S58E7B3333,繁星推甄,繁星生,電機與電子群,407,台中市私立宜寧高中,電機科
77,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S8F4885D3A,技優甄審,技優生,電子類,108,台北縣私立能仁家商,資料處理科
78,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S72C02D76A,甄選入學,甄選一般生,電機與電子群資電類,414,台中縣私立僑泰高中,電子科
79,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S1E9250ADB,甄選入學,甄選一般生,電機與電子群資電類,428,台中市私立嶺東高中,資訊科
80,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S1746C986B,甄選入學,甄選一般生,電機與電子群資電類,407,台中市私立嶺東高中,電子科
81,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S080354DEC,甄選入學,甄選一般生,電機與電子群資電類,408,台中市私立嶺東高中,電子科
82,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SE07F0D822,甄選入學,甄選一般生,電機與電子群資電類,414,台中市私立嶺東高中,資訊科
83,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S75CEF4647,甄選入學,甄選一般生,電機與電子群資電類,813,高雄市市立高雄高工,電子科
84,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S38E4EBE9F,甄選入學,甄選一般生,電機與電子群資電類,508,彰化縣國立秀水高工,電機科
85,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S7749F89AE,甄選入學,甄選一般生,電機與電子群資電類,304,新竹縣私立義民高中,資訊科
86,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SAE553CBB2,甄選入學,甄選一般生,電機與電子群資電類,640,雲林縣國立虎尾農工,電機科
87,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S5A02A1B2F,甄選入學,甄選一般生,電機與電子群資電類,251,台北市市立內湖高工,電子科
88,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S239E7C3D1,甄選入學,甄選一般生,電機與電子群資電類,221,台北市市立內湖高工,資訊科
89,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SA5C5860C2,甄選入學,甄選一般生,電機與電子群資電類,237,台北縣鶯歌工商,資訊科
90,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S1B8EE4C24,甄選入學,甄選一般生,電機與電子群資電類,268,宜蘭縣國立羅東高工,電子科
91,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SB1931CAB2,甄選入學,甄選一般生,電機與電子群資電類,330,桃園縣私立振聲高中,資訊科
92,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S190E76618,甄選入學,甄選一般生,電機與電子群資電類,269,宜蘭縣國立羅東高工,電子科
93,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SA0F4BEF96,甄選入學,甄選一般生,電機與電子群資電類,408,台中縣國立沙鹿高工,電子科
94,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S52825D94E,甄選入學,甄選一般生,電機與電子群資電類,804,高雄市市立中正高工,電子科
95,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S8D669F6A4,甄選入學,甄選一般生,電機與電子群資電類,320,桃園縣私立新興高中,資訊科
96,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S22E9F0CFA,甄選入學,甄選一般生,電機與電子群資電類,320,桃園市立羅浮高級中學,觀光事業科
97,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S12C73365B,甄選入學,甄選一般生,電機與電子群資電類,820,高雄市市立中正高工,資訊科
98,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S9B122DC26,甄選入學,甄選一般生,電機與電子群資電類,812,高雄市市立中正高工,資訊科
99,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S4D1BBCCFB,甄選入學,甄選一般生,電機與電子群資電類,302,新竹縣私立義民高中,資訊科
100,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S9EA60865E,甄選入學,甄選一般生,電機與電子群資電類,324,桃園縣國立龍潭高級中學,電子科
101,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SA6BF9FA4F,聯合登記分發,聯登一般生,動力機械群,235,臺南縣國立白河商工,汽車修護科
102,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S40FCCD8BA,聯合登記分發,聯登一般生,電機與電子群資電類,221,台北市市立松山工農,資訊科
103,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SF70FE1B51,聯合登記分發,聯登一般生,電機與電子群資電類,235,台北市市立南港高工,冷凍空調科
104,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S25AD8CC33,聯合登記分發,聯登一般生,電機與電子群資電類,303,新竹縣私立義民高中,資訊科
105,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S9931240A5,聯合登記分發,聯登一般生,電機與電子群資電類,407,台中市私立嶺東高中,資訊科
106,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SAA8FDCAEF,聯合登記分發,聯登一般生,電機與電子群資電類,556,南投縣國立南投高中,電子科
107,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S4B11E0F7C,聯合登記分發,聯登一般生,電機與電子群資電類,542,南投縣國立埔里高工,資訊科
108,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S3A0D715D1,聯合登記分發,聯登一般生,電機與電子群資電類,704,台南市私立長榮高中,資訊科
109,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S02E350F9F,聯合登記分發,聯登一般生,電機與電子群資電類,733,臺南縣國立新營高工,資訊科
110,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SE08AB7B66,聯合登記分發,聯登一般生,電機與電子群資電類,830,高雄市市立中正高工,資訊科
111,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SCEF228CC3,聯合登記分發,聯登一般生,電機與電子群資電類,807,高雄市市立高雄高工,資訊科
112,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S671E8E734,聯合登記分發,聯登一般生,電機與電子群資電類,821,高雄市市立高雄高工,資訊科
113,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S6FDB0B503,運動績優單招,一般生,,338,桃園縣縣立永豐高中,普通科
114,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S1C8392CB9,運動績優單招,一般生,,745,臺南縣國立曾文農工,普通科
115,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S0770FB8B7,申請入學,一般生,,411,台中縣私立立人高中,普通科
116,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SC3AC65FCC,繁星推甄,繁星生,水產群,920,屏東縣國立東港海事,水產養殖科
117,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S17B8320D4,繁星推甄,繁星生,水產群,264,宜蘭縣國立蘇澳海事,水產養殖科
118,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S779C5D78B,技優甄審,技優生,水產類,704,台南市國立台南海事,水產養殖科
119,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S3120CC6F1,甄選入學,甄選一般生,水產群,880,澎湖縣國立澎湖海事高職,水產養殖科
120,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S5D65EEE83,甄選入學,甄選一般生,水產群,516,彰化縣國立鹿港高中,水產養殖科
121,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S9B509F71D,甄選入學,甄選一般生,水產群,527,彰化縣國立鹿港高中,水產養殖科
122,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SB27D7A40E,甄選入學,甄選一般生,農業群,362,苗栗縣國立苗栗農工,園藝科
123,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S3458D96FE,甄選入學,甄選一般生,農業群,434,台中市私立宜寧高中,應用日語科
124,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SF0C8501A5,甄選入學,甄選一般生,農業群,510,彰化縣國立員林農工,休閒農業科
125,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S01D78FEBC,甄選入學,甄選一般生,農業群,433,台中縣國立霧峰農工,園藝科
126,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S1E87F154D,甄選入學,甄選一般生,農業群,260,宜蘭縣國立羅東高商,綜合高中部
127,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S3E37FF3D2,甄選入學,甄選一般生,農業群,640,雲林縣國立虎尾農工,畜產保健科
128,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SBADA27B04,甄選入學,甄選一般生,農業群,647,雲林縣國立虎尾農工,畜產保健科
129,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SFE5806C1B,甄選入學,甄選一般生,農業群,325,桃園縣國立龍潭高級中學,畜產保健科
130,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S23AAE19E9,聯合登記分發,聯登一般生,農業群,236,台北縣國立淡水商工,園藝科
131,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S1D880C2AE,聯合登記分發,聯登一般生,農業群,238,台北縣國立淡水商工,園藝科
132,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S4B31316F8,聯合登記分發,聯登一般生,農業群,338,桃園縣國立桃園農工,農場經營科
133,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SD154A7716,聯合登記分發,聯登一般生,農業群,238,桃園縣國立龍潭高級中學,造園科
134,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S50180C5D3,聯合登記分發,聯登一般生,農業群,363,苗栗縣國立苗栗農工,森林科
135,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SC79BCC720,聯合登記分發,聯登一般生,農業群,350,苗栗縣國立苗栗農工,森林科
136,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S659D327F2,聯合登記分發,聯登一般生,農業群,356,苗栗縣國立苗栗農工,森林科
137,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S83F6A15C1,聯合登記分發,聯登一般生,農業群,411,台中縣縣立新社中學,普通科
138,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SAB0525897,聯合登記分發,聯登一般生,農業群,427,台中縣縣立新社中學,農場經營科
139,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S2CF17EBCA,聯合登記分發,聯登一般生,農業群,414,南投縣國立仁愛高農,森林科
140,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S9503EAE0E,聯合登記分發,聯登一般生,農業群,511,彰化縣國立員林農工,園藝科
141,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S9CA7007A5,聯合登記分發,聯登一般生,農業群,640,雲林縣國立西螺農工,畜產保健科
142,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S6E4624E4E,聯合登記分發,聯登一般生,農業群,820,高雄縣國立岡山農工,園藝科
143,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SF1AA24FAF,聯合登記分發,聯登一般生,農業群,920,屏東縣國立佳冬高農,畜產保健科
144,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S891174FA3,聯合登記分發,聯登一般生,農業群,435,台中市國立台中高農,園藝技術科
145,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S7322030B3,聯合登記分發,聯登一般生,水產群,428,台中縣國立東勢高工,建築科
146,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S6DD5E0B13,聯合登記分發,聯登一般生,水產群,702,台南市國立台南海事,水產養殖科
147,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SB002D0A99,特殊選才,特選-技職生,不分類別,105,基隆市國立基隆海事,船舶機電科
148,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S313F2121A,技優甄審,技優生,商業類,264,宜蘭縣國立蘇澳海事,航運管理科
149,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S81B2A875D,甄選入學,甄選一般生,商管群,202,基隆市私立二信高中,應用日語科
150,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S7A47CF25F,甄選入學,甄選一般生,商管群,325,桃園縣私立治平高中,電子商務(處理)科
151,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SAD39AEF7B,甄選入學,甄選一般生,商管群,704,台南市國立台南海事,商業經營科
152,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S71347ACC8,甄選入學,甄選一般生,商管群,406,台中縣私立嘉陽高中,飛機修護科
153,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S13430A8AC,甄選入學,甄選一般生,商管群,403,台中市國立台中家商,資料處理科
154,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S720FA6398,甄選入學,甄選一般生,商管群,231,台北市市立松山家商,國際貿易科
