序,學校名稱,系所名稱,學制名稱,班級名稱,學號,入學方式,原具身份,招生類別,郵遞區號,畢業學校,前畢業科系
29,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,SF71FF2057,聯合登記分發,聯登一般生,外語群英語類,334,桃園縣私立振聲高中,應用英語科
30,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,SC039D3EDA,聯合登記分發,聯登一般生,外語群英語類,600,嘉義市國立華南高商,應用英語科
31,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,SBB858C637,聯合登記分發,聯登一般生,外語群英語類,811,高雄市市立中正高工,資訊科
32,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S54BF1E8CD,聯合登記分發,聯登一般生,餐旅群,807,高雄市私立立志高中,餐飲管理科
33,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,S48194E456,聯合登記分發,聯登一般生,餐旅群,260,宜蘭縣國立頭城家商,餐飲管理科
34,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SC1293B1D1,特殊選才,特選-扎根計畫,不分類別,880,澎湖縣國立澎湖海事高職,餐飲管理科
35,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S0E6CF30AD,特殊選才,特選-扎根計畫,不分類別,880,澎湖縣國立馬公高中,普通科
36,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S868D5B3E3,運動績優單招,一般生,,507,彰化縣立和美高級中學,普通科
37,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SF8F8F447F,運動績優單招,一般生,,330,桃園縣縣立永豐高中,普通科
38,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SD1B2D7052,運動績優單招,一般生,,632,雲林縣私立大成商工,餐飲技術科
39,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SD0E5E508D,技優甄審,技優生,餐旅群,612,嘉義市國立嘉義家職,餐飲管理科
40,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S1007960C8,甄選入學,離島地區,餐旅群,885,澎湖縣國立澎湖海事高職,餐飲管理科
41,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S25F8475F3,甄選入學,離島地區,餐旅群,880,澎湖縣國立澎湖海事高職,餐飲管理科
42,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S5DA3857DC,甄選入學,離島地區,餐旅群,880,澎湖縣國立馬公高中,觀光事業科
43,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S49E16D777,甄選入學,離島地區,餐旅群,880,澎湖縣國立馬公高中,觀光事業科
44,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S1385816FB,甄選入學,離島地區,餐旅群,880,澎湖縣國立馬公高中,觀光事業科
45,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SCC5319C49,甄選入學,離島地區,餐旅群,880,澎湖縣國立馬公高中,觀光事業科
46,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SF81302D78,甄選入學,中低/低收入戶生,餐旅群,428,台中縣私立明道高中,餐飲管理科
47,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S8021C8A2D,甄選入學,甄選一般生,餐旅群,401,台中縣私立僑泰高中,餐飲管理科
48,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S437216B68,甄選入學,甄選一般生,餐旅群,412,台中縣私立僑泰高中,餐飲管理科
49,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S6F63BCDE2,甄選入學,甄選一般生,餐旅群,412,台中市明德高級中學,餐飲管理科
50,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S1E22E278B,甄選入學,甄選一般生,餐旅群,112,台北縣國立淡水商工,餐飲管理科
51,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SAB45C314E,甄選入學,甄選一般生,餐旅群,880,澎湖縣國立馬公高中,觀光事業科
52,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SF586D78BC,甄選入學,甄選一般生,餐旅群,880,澎湖縣國立馬公高中,觀光事業科
53,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S212BBF2A1,甄選入學,甄選一般生,餐旅群,880,澎湖縣國立馬公高中,觀光事業科
54,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SE9D92DC64,甄選入學,甄選一般生,餐旅群,334,桃園縣私立新興高中,觀光事業科
55,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S270DDFE77,甄選入學,甄選一般生,餐旅群,401,台中市私立新民高中,觀光事業科
56,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S77DE734D7,甄選入學,甄選一般生,餐旅群,300,新竹市私立光復高中,餐飲管理科
57,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SA4B24F7B1,甄選入學,甄選一般生,餐旅群,709,臺南縣國立曾文家商,餐飲管理科
58,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S6012736D7,甄選入學,甄選一般生,商管群,112,台北市市立士林高商,資料處理科
59,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S39EBC7151,繁星推甄,繁星生,餐旅群,433,台中市私立宜寧高中,觀光事業科
60,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SD46B77C39,繁星推甄,繁星生,餐旅群,241,台北縣國立淡水商工,餐飲技術科
61,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SE91CD5B29,繁星推甄,繁星生,餐旅群,244,台北縣私立穀保家商,餐飲管理科
62,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S627B088FB,繁星推甄,繁星生,餐旅群,981,花蓮縣國立玉里高中,觀光事業科
63,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SD9142F938,繁星推甄,繁星生,餐旅群,265,宜蘭縣國立頭城家商,觀光事業科
64,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SC3C53A643,聯合登記分發,聯登一般生,食品群,830,高雄縣國立岡山農工,食品加工科
65,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SF29C7A2A5,聯合登記分發,聯登一般生,餐旅群,325,桃園縣私立永平工商,觀光事業科
66,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S539C773B8,聯合登記分發,聯登一般生,餐旅群,304,新竹市國立新竹高工,室內空間設計科
67,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S1AC65B73F,聯合登記分發,原住民,餐旅群,310,新竹縣國立關西高中,綜合高中部
68,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S0B889C963,聯合登記分發,聯登一般生,餐旅群,303,新竹縣私立內思高工,電機科
69,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SD755D191D,聯合登記分發,聯登一般生,餐旅群,432,台中縣私立僑泰高中,餐飲管理科
70,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,SF66B1901C,聯合登記分發,聯登一般生,餐旅群,412,台中縣私立僑泰高中,餐飲管理科
71,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S8BBA7215F,聯合登記分發,聯登一般生,餐旅群,414,台中縣私立僑泰高中,餐飲管理科
72,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S0848E8D3C,聯合登記分發,聯登一般生,餐旅群,420,台中市私立新民高中,觀光事業科
73,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S190C30570,聯合登記分發,聯登一般生,餐旅群,404,台中市葳格高級中學,餐飲管理科
74,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S8FFF5B348,聯合登記分發,聯登一般生,餐旅群,507,彰化縣國立彰化高商,應用英語科
75,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S683E421F0,聯合登記分發,聯登一般生,餐旅群,600,嘉義市國立華南高商,廣告設計科
76,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S79D261F71,聯合登記分發,聯登一般生,餐旅群,813,高雄市市立三民家商,餐飲管理科
77,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,S9FC7D5ED2,海外聯招,僑生,,,砂拉越詩巫光民中學,理科班
78,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S0154DC22B,申請入學,一般生,,231,台北市市立中正中學,普通科
79,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SB59C3DAB6,申請入學,一般生,,432,台中縣國立清水高中,普通科
80,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SA683F8A80,申請入學,一般生,,724,國立北門高級中學,普通科
81,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S0D6212C0F,申請入學,一般生,,248,台北縣縣立明德高中,普通科
82,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S25C66054B,技優甄審,技優生,電子類,880,澎湖縣國立澎湖海事高職,電子科
83,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S2CE85EBD2,甄選入學,離島地區,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,資訊科
84,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S55893A6FF,甄選入學,離島地區,電機與電子群資電類,882,澎湖縣國立澎湖海事高職,資訊科
85,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S48316304C,甄選入學,離島地區,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,資訊科
86,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SBB98085AD,甄選入學,離島地區,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,資訊科
87,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S6F22BC503,甄選入學,甄選一般生,電機與電子群資電類,326,桃園縣國立楊梅高中,資訊科
88,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SB57B14D44,甄選入學,甄選一般生,電機與電子群資電類,802,高雄縣私立中山工商,資訊科
89,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S0066F98E3,甄選入學,甄選一般生,電機與電子群資電類,881,澎湖縣國立澎湖海事高職,電子科
90,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S9412B3C18,甄選入學,甄選一般生,電機與電子群資電類,243,台北縣國立泰山高中進修學校,電子科
91,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SDB55B6E50,甄選入學,甄選一般生,電機與電子群資電類,236,台北市市立木柵高工,電子科
92,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SF21E37270,甄選入學,甄選一般生,電機與電子群資電類,116,台北市市立木柵高工,電子科
93,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S09013CBD9,甄選入學,甄選一般生,電機與電子群資電類,235,台北市市立木柵高工,電子科
94,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S965FEBA38,甄選入學,甄選一般生,電機與電子群資電類,237,台北縣鶯歌工商,資訊科
95,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S15040AA96,甄選入學,甄選一般生,電機與電子群資電類,238,台北縣私立中華高中,資訊科
96,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S8AA9295F9,甄選入學,甄選一般生,電機與電子群資電類,408,台中市私立新民高中,資訊科
97,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SF92791C1F,甄選入學,甄選一般生,電機與電子群資電類,427,台中縣國立東勢高工,電子科
98,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S278FAC287,甄選入學,甄選一般生,電機與電子群資電類,326,桃園縣國立楊梅高中,電子科
99,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S46E523B6E,甄選入學,甄選一般生,電機與電子群資電類,220,台北市私立南華高中進修學校,資料處理科
100,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S7644FDEDB,甄選入學,甄選一般生,電機與電子群資電類,414,台中市國立台中高工,電機科
101,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SA04D3E254,甄選入學,甄選一般生,電機與電子群資電類,831,高雄縣私立中山工商,資訊科
102,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S67DD8414F,甄選入學,甄選一般生,電機與電子群資電類,408,台中市私立嶺東高中,資訊科
103,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SB7FC171FD,甄選入學,甄選一般生,電機與電子群資電類,435,台中市私立嶺東高中,資訊科
104,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SD104D6465,甄選入學,甄選一般生,電機與電子群資電類,303,新竹縣私立義民高中,資訊科
105,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SD38756A5A,甄選入學,甄選一般生,電機與電子群資電類,303,新竹縣私立義民高中,資訊科
106,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SFDA69DF85,甄選入學,甄選一般生,電機與電子群資電類,303,新竹縣私立義民高中,資訊科
107,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S7788E762F,甄選入學,甄選一般生,電機與電子群資電類,814,高雄市市立海青工商,資訊科
108,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SD62CF120F,甄選入學,甄選一般生,電機與電子群資電類,852,高雄縣國立岡山農工,電子科
109,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SCF8592ACB,甄選入學,甄選一般生,電機與電子群資電類,302,新竹縣私立內思高工,電子科
110,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S0FC42C77F,甄選入學,甄選一般生,電機與電子群資電類,880,新竹縣私立內思高工,電子科
111,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SCB34772FD,甄選入學,甄選一般生,電機與電子群資電類,325,新竹縣私立內思高工,電子科
112,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SC17784F17,甄選入學,甄選一般生,電機與電子群資電類,813,高雄市市立海青工商,資訊科
113,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S67AAA9176,甄選入學,甄選一般生,電機與電子群資電類,338,桃園縣私立振聲高中,資訊科
114,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SD37ABB067,甄選入學,甄選一般生,電機與電子群資電類,813,高雄市市立海青工商,資訊科
115,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SB1D8A105A,甄選入學,甄選一般生,電機與電子群資電類,202,基隆市國立基隆海事,資訊科
116,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SD39DF8910,甄選入學,甄選一般生,電機與電子群資電類,220,台北縣鶯歌工商,資訊科
117,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SB90B10108,甄選入學,甄選一般生,電機與電子群資電類,710,臺南縣國立新化高工,電子科
118,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SFECD6AC52,甄選入學,甄選一般生,電機與電子群資電類,221,台北市市立內湖高工,控制科
119,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SC5A5DCB97,甄選入學,甄選一般生,電機與電子群資電類,251,台北市市立大同高中,電機科
120,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S0C1E66E7D,甄選入學,甄選一般生,電機與電子群資電類,807,高雄市市立海青工商,資訊科
121,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S0BB8B8697,甄選入學,甄選一般生,動力機械群,407,台中縣國立沙鹿高工,汽車科
122,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SD2BA7909F,繁星推甄,繁星生,電機與電子群,429,台中市私立宜寧高中,電機科
123,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S75AF32ECC,聯合登記分發,聯登一般生,動力機械群,420,台中縣國立東勢高工,汽車科
124,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S5099E5A2E,聯合登記分發,聯登一般生,動力機械群,433,台中縣國立沙鹿高工,汽車科
125,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S5E21B0ADB,聯合登記分發,聯登一般生,動力機械群,436,台中縣國立沙鹿高工,汽車科
126,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S7A470C395,聯合登記分發,聯登一般生,電機與電子群資電類,330,桃園縣私立振聲高中,資訊科
127,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S3E50D1533,聯合登記分發,聯登一般生,電機與電子群資電類,338,桃園縣私立振聲高中,資訊科
128,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SB7A34C127,聯合登記分發,聯登一般生,電機與電子群資電類,330,桃園縣私立振聲高中,資訊科
129,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S88F4A7E73,聯合登記分發,聯登一般生,電機與電子群資電類,320,桃園縣私立啟英高中,資訊科
130,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SC7CC0928B,聯合登記分發,聯登一般生,電機與電子群資電類,302,新竹縣私立內思高工,電子科
131,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SB4C3AF6B9,聯合登記分發,聯登一般生,電機與電子群資電類,303,新竹縣私立內思高工,電子科
132,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SA34352720,聯合登記分發,聯登一般生,電機與電子群資電類,302,新竹縣私立義民高中,資訊科
133,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SBEBFD0AF6,聯合登記分發,聯登一般生,電機與電子群資電類,363,苗栗縣私立建台高中,綜合高中部
134,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SEA6D9CE27,聯合登記分發,聯登一般生,電機與電子群資電類,427,台中市私立嶺東高中,資訊科
135,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SBDD5C8781,聯合登記分發,聯登一般生,電機與電子群資電類,723,北門農工,電子科
136,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SC857591DA,聯合登記分發,聯登一般生,電機與電子群資電類,807,高雄市市立海青工商,資訊科
137,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S51FEE35A9,聯合登記分發,聯登一般生,電機與電子群資電類,830,高雄市市立中正高工,電子科
138,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S1A63337C9,聯合登記分發,聯登一般生,電機與電子群資電類,806,高雄市市立中正高工,電子科
139,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SDE6DE2E72,聯合登記分發,聯登一般生,電機與電子群資電類,807,高雄市市立中正高工,冷凍空調技術科
140,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S3CD0E5CF2,聯合登記分發,聯登一般生,電機與電子群資電類,813,高雄市市立海青工商,電子科
141,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S88D750051,聯合登記分發,聯登一般生,電機與電子群資電類,920,屏東縣私立屏榮高級中學,電子科
142,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S2CAB4706F,特殊選才,特選-技職生,不分類別,235,台北縣私立竹林高中,普通科
143,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SC9CCDDE37,運動績優單招,一般生,,209,連江縣國立馬祖高中,綜合高中部
144,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S7CE02029E,運動績優單招,一般生,,551,台中市國立台中二中,普通科
145,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SAB82CB3BB,甄選入學,離島地區,水產群,880,澎湖縣國立澎湖海事高職,水產養殖科
146,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SF19BA9E4E,甄選入學,甄選一般生,水產類,852,台南市國立台南海事,水產養殖科
147,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S867097817,甄選入學,甄選一般生,農業類,300,新竹縣國立關西高中,畜產保健科
148,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SFBC8241A7,甄選入學,甄選一般生,農業類,702,北門農工,畜產保健科
149,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SE9FDF9E6E,甄選入學,甄選一般生,農業類,220,台北市市立松山工農,園藝科
150,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S728DFB504,甄選入學,甄選一般生,農業類,727,北門農工,畜產保健科
151,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S2AC36278D,甄選入學,甄選一般生,農業類,330,桃園縣國立龍潭高級中學,畜產保健科
152,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SAC50490EB,甄選入學,甄選一般生,農業類,330,桃園縣國立龍潭高級中學,畜產保健科
153,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S71441BC95,甄選入學,甄選一般生,農業類,330,桃園縣國立龍潭高級中學,畜產保健科
154,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SC322236AC,甄選入學,甄選一般生,農業類,404,台中市私立新民高中,國際貿易科
155,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S7E5E13A5B,甄選入學,甄選一般生,農業類,360,苗栗縣國立苗栗農工,森林科
